stulinr;posnr;artnr;artsuch;variante;prioritaet;teil;aplabezug;menge;abstich;einheit;teil_aus;reststueck;restmm;ausschuss;stahl;htoleranz;bemmem;laenge;breite;anzahl;kostst;beistell;aus_cad;aus_lipl;antamgew;fixmenge;messingbas;freigabe;satzid;aplaid;ubox1;ubox2;ubox3;ubox4;ubox5;utext1;utext2;utext3;utext4;utext5;utext6;utext7;utext8;utext9;utext10;neu_datum;neu_user;aend_datum;aend_user
15.05.0007;20;40.10.7044;LASERTEIL LEITUNGSFILT;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;01032264399_69Y0J7JDB853379257;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.03.2022;03/010-JOS-PC02 # aschuepbach;01.03.2022;03/010-JOS-PC02 # aschuepbach
15.05.0007;30;12.90.0068;ENDSTÜCK DEICHSELVERST;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;01032275459_69Y0J7RWJ825067212;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.03.2022;03/010-JOS-PC02 # aschuepbach;01.03.2022;03/010-JOS-PC02 # aschuepbach
15.05.0007;40;40.10.3105;STAHLROHR STARKW.;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;01032289229_69Y0J82J1402021667;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.03.2022;03/010-JOS-PC02 # aschuepbach;01.03.2022;03/010-JOS-PC02 # aschuepbach
15.05.0008;10;40.10.3097;STAHLROHR PRÄZ.;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;01044056969_69Y0Q8AKP327004717;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.03.2022;03/010-JOS-PC02 # aschuepbach;01.03.2022;03/010-JOS-PC02 # aschuepbach
15.05.0008;20;10.10.0045;6-KT-MUTTERN 0,8 D;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;01044217219_69Y0QBQ83145320501;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.03.2022;03/010-JOS-PC02 # aschuepbach;01.03.2022;03/010-JOS-PC02 # aschuepbach
15.05.0008;15;40.10.2105;FLACHSTAHL;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;01044283569_69Y0QD5F5130550262;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.03.2022;03/010-JOS-PC02 # aschuepbach;01.03.2022;03/010-JOS-PC02 # aschuepbach
15.05.0008;30;10.10.01460;FLÜGELSCHRAUBEN;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;01044296200_69Y0QDF60599419522;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.03.2022;03/010-JOS-PC02 # aschuepbach;01.03.2022;03/010-JOS-PC02 # aschuepbach
15.05.4000;10;10.20.0122;RILLENKUGELLAGER;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;01057704546_5XO0YCT42707641016;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;17.12.2020;03/010-JOS-PC02 # aschuepbach;17.12.2020;03/010-JOS-PC02 # aschuepbach
15.05.4000;20;61.05.4623;KUPPLUNGSBELAG;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;01057711236_5XO0YCY9W826131487;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;17.12.2020;03/010-JOS-PC02 # aschuepbach;17.12.2020;03/010-JOS-PC02 # aschuepbach
15.05.4000;30;61.05.4624;DISTANZSCHEIBE GEGENZU;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;01058677265_5XO0YXNO1524504337;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;17.12.2020;03/010-JOS-PC02 # aschuepbach;17.12.2020;03/010-JOS-PC02 # aschuepbach
15.05.4000;5;61.05.4256_1;ZAHNRAD;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;01054525946_5XS0WGOHM623022166;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;21.12.2020;03/010-JOS-PC02 # aschuepbach;21.12.2020;03/010-JOS-PC02 # aschuepbach
15.05.4000;60;10.40.0014;TELLERFEDER;;0;1;0;120;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;01039335978_5XU0NF3U2414135791;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.12.2020;03/010-JOS-PC02 # aschuepbach;23.12.2020;03/010-JOS-PC02 # aschuepbach
15.05.4000;70;10.10.2697;STÜTZSCHEIBEN GEHÄRTET;;0;1;0;8;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;01039421685_5XU0NGXYU668171525;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.12.2020;03/010-JOS-PC02 # aschuepbach;23.12.2020;03/010-JOS-PC02 # aschuepbach
15.05.4000;80;10.71.0021;O-RING;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;01039476709_5XU0NI4FA696457508;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.12.2020;03/010-JOS-PC02 # aschuepbach;23.12.2020;03/010-JOS-PC02 # aschuepbach
15.05.4000;90;10.71.0007;O-RING;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;01039568292_5XU0NK338375686900;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.12.2020;03/010-JOS-PC02 # aschuepbach;23.12.2020;03/010-JOS-PC02 # aschuepbach
15.05.4000;100;10.71.0019;O-RING;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;01039636991_5XU0NLK3J448405223;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.12.2020;03/010-JOS-PC02 # aschuepbach;23.12.2020;03/010-JOS-PC02 # aschuepbach
15.05.4000;110;10.71.0018;ABSTREIFER;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;01039715540_5XU0NN8PG718808984;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.12.2020;03/010-JOS-PC02 # aschuepbach;23.12.2020;03/010-JOS-PC02 # aschuepbach
15.05.4000;120;12.84.0060;DRUCKMINDERVENTIL;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;01056943165_5ZU0XWHML772009210;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;04.03.2021;03/010-JOS-PC02 # aschuepbach;04.03.2021;03/010-JOS-PC02 # aschuepbach
15.07.0010;10;40.10.1084;RUNDSTAHL;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00468382923_3DR14PQ46134035503;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;07.07.2011;01/003-SRV-CTS-01 # HBerger;07.07.2011;01/003-SRV-CTS-01 # HBerger
15.07.0011;10;40.10.1083;RUNDSTAHL;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00468382923_3DR14PQ47 61052167;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;07.07.2011;01/003-SRV-CTS-01 # HBerger;07.07.2011;01/003-SRV-CTS-01 # HBerger
15.07.0012;10;40.10.1083;RUNDSTAHL;;0;1;0;1;0;1;0;0;0;0;S235JR;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00468382923_3DR14PQ48391573990;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;07.07.2011;01/003-SRV-CTS-01 # HBerger;07.07.2011;01/003-SRV-CTS-01 # HBerger
15.07.0028;10;40.10.7692;ZYLINDERLASCHE;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;01040495855_4KG0O3YSV684297252;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;17.02.2016;01/010-JOS-PC02 # a.schuepbach;17.02.2016;01/010-JOS-PC02 # a.schuepbach
15.07.0028;20;40.10.3201;STAHLROHR  SIEDEROHR V;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;01040509554_4KG0O49DE993359428;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;17.02.2016;01/010-JOS-PC02 # a.schuepbach;17.02.2016;01/010-JOS-PC02 # a.schuepbach
15.20.0019;10;15.20.0022;FLACHSTAHL;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00440229202_4ZH0NY91U863902815;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;10.08.2017;01/004-JOS-NB05 # r.schuepbach;10.08.2017;01/004-JOS-NB05 # r.schuepbach
15.20.0019;20;15.20.0023;FLACHSTAHL;;0;1;0;4;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00440238182_4ZH0NYFZA752563546;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;10.08.2017;01/004-JOS-NB05 # r.schuepbach;10.08.2017;01/004-JOS-NB05 # r.schuepbach
15.20.0019;30;15.20.0024;RUNDSTAHL;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00440243408_4ZH0NYK0G499069617;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;10.08.2017;01/004-JOS-NB05 # r.schuepbach;10.08.2017;01/004-JOS-NB05 # r.schuepbach
15.20.0019;40;15.20.0020;FÜHRUNGSROLLE;;0;1;0;4;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00440472376_4ZH0O3GOO457685322;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;10.08.2017;01/004-JOS-NB05 # r.schuepbach;10.08.2017;01/004-JOS-NB05 # r.schuepbach
15.20.0019;50;15.20.0021;ACHSE;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00440484606_4ZH0O3Q4E950878375;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;10.08.2017;01/004-JOS-NB05 # r.schuepbach;10.08.2017;01/004-JOS-NB05 # r.schuepbach
15.22.0003;10;40.10.7559;LASERTEIL FÜHRUNGSARM;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00748829046_3FA0T2KQE558366234;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;02.10.2014;01/007-SRV-CTS-01 # cad2;02.10.2014;01/007-SRV-CTS-01 # cad2
15.22.0003;20;15.22.0004;KLEMMSTÜCK;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00748994897_3FA0T64PD606542739;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;02.10.2014;01/007-SRV-CTS-01 # cad2;02.10.2014;01/007-SRV-CTS-01 # cad2
15.22.0009;10;40.10.6246;RONDE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;WAHR;FALSCH;FALSCH;0;FALSCH;;FALSCH;00435224247_4A10KYZ7B518183005;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;09.02.2015;01/004-N7-12 # rschuepbach;09.02.2015;01/004-N7-12 # rschuepbach
40.10.3371;10;40.10.3366;MITNEHMER;;0;1;0;1;0;1;0;0;0;0;1.4301 X5CrNi10-10 A2;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00444020101_6BP0Q7I4L831712589;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;03.05.2022;01/004-JOS-NB05 # wmeyer;03.05.2022;01/004-JOS-NB05 # wmeyer
40.10.3371;20;40.10.3368;BOLZEN;;0;1;0;1;0;1;0;0;0;0;1.4301 X5CrNi10-10 A2;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00444038854_6BP0Q7WLJ998241034;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;03.05.2022;01/004-JOS-NB05 # wmeyer;03.05.2022;01/004-JOS-NB05 # wmeyer
40.10.3371;30;10.30.0145;KLEMMRING GESCHLITZ;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00444048274_6BP0Q83V6118304966;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;03.05.2022;01/004-JOS-NB05 # wmeyer;03.05.2022;01/004-JOS-NB05 # wmeyer
40.10.7031;10;40.10.7031;ZYLINDERBODEN;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00468382594_3DR14POEX818813529;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.07.2010;01/004-SRV-CTS-01 # rschuepbach;23.07.2010;01/004-SRV-CTS-01 # rschuepbach
40.10.7138;10;40.10.7110;LASERTEIL ENDSTÜCK;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00468382751_3DR14PP2M607961963;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;28.10.2010;01/007-SRV-CTS-01 # cad2;28.10.2010;01/007-SRV-CTS-01 # cad2
40.10.7245;10;40.10.7133;LASERTEIL BELEUCHTUNGS;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00468382813_3DR14PPHH549898631;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;22.11.2010;01/005-SRV-CTS-01 # sbrunner;22.11.2010;01/005-SRV-CTS-01 # sbrunner
40.10.7659;10;40.10.7659-L;C-RING;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00735786504_4ZL0LB11K184684044;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;14.08.2017;01/007-TILA-RDS01 # maschine;14.08.2017;01/007-TILA-RDS01 # maschine
40.10.7665;10;40.10.7665-L;SEGMENTSCHEIBE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00741851020_4ZH0OX0GC640767148;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;10.08.2017;01/007-TILA-RDS01 # maschine;10.08.2017;01/007-TILA-RDS01 # maschine
40.10.7666;10;40.10.7666-L;MITNEHMERNOCKEN;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00737253362_4Z30M6GVM648676611;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;27.07.2017;01/007-TILA-RDS01 # maschine;27.07.2017;01/007-TILA-RDS01 # maschine
40.10.7668;10;40.10.7668-L;STÜTZSCHEIBE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00729256408_4Z40HF2E0728091902;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;28.07.2017;01/007-TILA-RDS01 # maschine;28.07.2017;01/007-TILA-RDS01 # maschine
40.10.7735;10;40.10.7735-L;KONSOLE VENTILBLOCK;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00735580143_4Z00L6LTB779577884;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;24.07.2017;01/007-TILA-RDS01 # maschine;24.07.2017;01/007-TILA-RDS01 # maschine
50.45.0006;10;12.62.0072;PRÄZISIONSSTAHLROHR;;0;1;0;0,5;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00727163036_3QI0G674S376862888;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;12.03.2013;01/007-SRV-CTS-01 # cad2;12.03.2013;01/007-SRV-CTS-01 # cad2
50.45.0006;20;12.76.0009;SCHWEISSNIPPEL;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00727184582_3QI0G6NRA593160162;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;12.03.2013;01/007-SRV-CTS-01 # cad2;12.03.2013;01/007-SRV-CTS-01 # cad2
50.45.0006;30;12.76.0010;MUTTER M8L;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00727213694_3QI0G7A7Y  3809887;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;12.03.2013;01/007-SRV-CTS-01 # cad2;12.03.2013;01/007-SRV-CTS-01 # cad2
500022;10;500773;VA-3T BODEN ALLEGA;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00139225108_5TL0NCQAC635006343;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.07.2020;03/001-JOS-NB09 # mbichsel;23.07.2020;03/001-JOS-NB09 # mbichsel
500022;20;500774;VA-3T BODEN GEISER;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00140274463_5TL0NZ7Z3746421963;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.07.2020;03/001-JOS-NB09 # mbichsel;23.07.2020;03/001-JOS-NB09 # mbichsel
500022;30;500775;VA-3T BODEN PAULI;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00140280163_5TL0NZCDF154152585;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.07.2020;03/001-JOS-NB09 # mbichsel;23.07.2020;03/001-JOS-NB09 # mbichsel
500022;40;500776;VA-3T BODEN STÜRM;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00140286533_5TL0NZHAD687563897;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.07.2020;03/001-JOS-NB09 # mbichsel;23.07.2020;03/001-JOS-NB09 # mbichsel
500022;50;500795;VA-3T DEICHSEL ALKO;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00140474994_5TM0O3IPE100171839;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;24.07.2020;03/001-JOS-NB09 # mbichsel;24.07.2020;03/001-JOS-NB09 # mbichsel
500022;60;500796;VA-3T FAHRWERK AL-KO;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00140515101_5TM0O4DNH868498232;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;24.07.2020;03/001-JOS-NB09 # mbichsel;24.07.2020;03/001-JOS-NB09 # mbichsel
500022;70;500797;VA-3T FAHRWERK BOHNENK;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00140731582_5TM0O90OU434170410;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;24.07.2020;03/001-JOS-NB09 # mbichsel;24.07.2020;03/001-JOS-NB09 # mbichsel
500022;80;500871;SCHIEBER VA-3T;;0;1;0;4;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00143107015_5UR0PNXL3315143084;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;03.09.2020;03/001-JOS-NB09 # mbichsel;03.09.2020;03/001-JOS-NB09 # mbichsel
500033;10;501218;FAHRWERK;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00449243296_5XS0TBGDC613249130;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;21.12.2020;01/004-JOS-NB05 # wmeyer;21.12.2020;01/004-JOS-NB05 # wmeyer
500033;5;501223;CHASSIS;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00436901219_5XT0LYX5V710640498;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;22.12.2020;01/004-JOS-NB05 # wmeyer;22.12.2020;01/004-JOS-NB05 # wmeyer
500033;20;501288;BAUGRUPPE BRÜCKE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00142997439_5YL0PLL1B931062344;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;18.01.2021;03/001-TILA-RDS01 # mbichsel;18.01.2021;03/001-TILA-RDS01 # mbichsel
500033;30;501463;BAUGRP BORDWÄNDE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00149109014_5ZA0T8KRA546643768;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;12.02.2021;03/001-TILA-RDS01 # mbichsel;12.02.2021;03/001-TILA-RDS01 # mbichsel
500041;10;500722;ZURRGURT 50MM BLAU;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00157347411_6NT0Y55JN470230199;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;11.07.2023;03/001-JOS-NB09 # mbichsel;11.07.2023;03/001-JOS-NB09 # mbichsel
500128;10;501195;QUERROHR;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00136441747_5X40LP2MR374235938;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;27.11.2020;03/001-JOS-NB09 # mbichsel;27.11.2020;03/001-JOS-NB09 # mbichsel
500128;20;501196;GITTERSTAB;;0;1;0;8;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00136558997_5X40LRL3P593209218;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;27.11.2020;03/001-JOS-NB09 # mbichsel;27.11.2020;03/001-JOS-NB09 # mbichsel
500128;30;501197;VERTIKALROHR;;0;1;0;3;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00136901775_5X40LYXLB 39965434;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;27.11.2020;03/001-JOS-NB09 # mbichsel;27.11.2020;03/001-JOS-NB09 # mbichsel
500153;10;500907;WA-200 OV LASERTEILE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00141399158_5V30ONBSM146280771;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;15.09.2020;03/001-JOS-NB09 # mbichsel;15.09.2020;03/001-JOS-NB09 # mbichsel
500153;20;500904;COMP-ACHSE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00141466944_5V30OOS3K659102822;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;15.09.2020;03/001-JOS-NB09 # mbichsel;15.09.2020;03/001-JOS-NB09 # mbichsel
500153;30;500905;COMP-ACHSE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00141472716_5V30OOWJW551653744;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;15.09.2020;03/001-JOS-NB09 # mbichsel;15.09.2020;03/001-JOS-NB09 # mbichsel
500153;40;500389;DEICHSEL;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00137367495_5VA0M8WXZ474405500;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;22.09.2020;03/001-JOS-NB09 # mbichsel;22.09.2020;03/001-JOS-NB09 # mbichsel
500153;50;500390;ZUGÖSE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00137376085_5VA0M93KL 29448657;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;22.09.2020;03/001-JOS-NB09 # mbichsel;22.09.2020;03/001-JOS-NB09 # mbichsel
500153;60;12.10.0017;DEICHSELSTÜTZRAD, 500K;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00137548555_5VA0MCSNF  5402222;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;22.09.2020;03/001-JOS-NB09 # mbichsel;22.09.2020;03/001-JOS-NB09 # mbichsel
