stulinr;posnr;artnr;artsuch;variante;prioritaet;teil;aplabezug;menge;abstich;einheit;teil_aus;reststueck;restmm;ausschuss;stahl;htoleranz;bemmem;laenge;breite;anzahl;kostst;beistell;aus_cad;aus_lipl;antamgew;fixmenge;messingbas;freigabe;satzid;aplaid;ubox1;ubox2;ubox3;ubox4;ubox5;utext1;utext2;utext3;utext4;utext5;utext6;utext7;utext8;utext9;utext10;neu_datum;neu_user;aend_datum;aend_user
61.07.8036;10;10.50.0019;BLINDNIETMUTTER M6;;0;1;0;12;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00742690591_4UJ0PF09R122987619;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;13.02.2017;01/007-JOS-NB08 # maschine;13.02.2017;01/007-JOS-NB08 # maschine
61.07.8036;20;10.50.0025;BLINDNIETMUTTER M8;;0;1;0;4;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00742717456_4UJ0PFL00559927650;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;13.02.2017;01/007-JOS-NB08 # maschine;13.02.2017;01/007-JOS-NB08 # maschine
61.07.8036;30;10.50.0018;BLINDNIETMUTTER M8;;0;1;0;27;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00742744755_4UJ0PG62B919315150;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;13.02.2017;01/007-JOS-NB08 # maschine;13.02.2017;01/007-JOS-NB08 # maschine
61.07.8036;90;61.07.9907;HOHLPROFIL 100X60X4 -8;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00744284723_4UJ0QD6B7190306266;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;13.02.2017;01/007-JOS-NB08 # maschine;13.02.2017;01/007-JOS-NB08 # maschine
61.07.8036;105;61.07.8424;HOHLPROFIL;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00755320687_4UJ0WXPPR984793126;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;13.02.2017;01/007-JOS-NB08 # maschine;13.02.2017;01/007-JOS-NB08 # maschine
61.07.8036;415;61.07.8425;HOHLPROFIL;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00755365090_4UJ0WYNZ6239759667;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;13.02.2017;01/007-JOS-NB08 # maschine;13.02.2017;01/007-JOS-NB08 # maschine
61.07.8036;470;61.07.8427;BEFESTIGUNGSPLATTE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00756503482_4UJ0XN2D6699601852;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;13.02.2017;01/007-JOS-NB08 # maschine;13.02.2017;01/007-JOS-NB08 # maschine
61.07.8036;460;61.07.9906;BATTERIETRÄGER;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;01041146745_5YC0OHX15207799795;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;09.01.2021;03/010-JOS-PC02 # aschuepbach;09.01.2021;03/010-JOS-PC02 # aschuepbach
61.07.8052;10;61.07.8047;DECKBLECH;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8052;20;61.07.8048;FÜHRUNG;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8052;30;61.07.8049;FÜHRUNG;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8052;40;61.07.8050;FÜHRUNG;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8052;50;61.07.8051;ROHR;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8052;60;61.07.8096;RONDELLE;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00738579312_4JI0MYVZK971862240;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8053;10;61.07.8047;DECKBLECH;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8053;20;61.07.8048;FÜHRUNG;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8053;30;61.07.8049;FÜHRUNG;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8053;40;61.07.8050;FÜHRUNG;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8053;50;61.07.8051;ROHR;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8053;60;61.07.8096;RONDELLE;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00728338703_4JJ0GVEA7215829689;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8054;10;61.07.8055;STÜTZPLATTE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8054;20;61.07.8056;STÜTZROHR;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8054;30;61.07.8057;PLATTE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8054;40;61.07.8058;VERBINDUNGSPLATTE;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8054;50;61.07.8059;VERANKERUNGSROHR;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8060;10;61.07.8055;STÜTZPLATTE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00432387759_4B70JA6JZ945286191;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8060;20;61.07.8056;STÜTZROHR;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00432387837_4B70JA6M5801550430;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8060;30;61.07.8057;PLATTE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00432387899_4B70JA6NV277682505;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8060;40;61.07.8058;VERBINDUNGSPLATTE;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00432387977_4B70JA6Q1354614708;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8060;50;61.07.8059;VERANKERUNGSROHR;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00432387977_4B70JA6Q1354614708;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8062;10;40.10.7753;STÜTZFUSSPLATTE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00436240103_4B70LKR1J225676825;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;22.05.2017;01/004-JOS-NB05 # r.schuepbach;22.05.2017;01/004-JOS-NB05 # r.schuepbach
61.07.8062;20;61.07.8061;HOHLPROFIL 100X60X4 -;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00436250305_4B70LKYWX 97789724;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;22.05.2017;01/004-JOS-NB05 # r.schuepbach;22.05.2017;01/004-JOS-NB05 # r.schuepbach
61.07.8067;10;61.07.8063;BOLZEN;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00448789863_4B70T1QHZ642119180;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8067;20;10.10.0851;SPANNHÜLSEN SCHWER;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00448802889_4B70T20JT209359810;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8067;30;10.10.01513;6-KT-SCHRAUBEN;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00448817319_4B70T2BON139540859;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8067;40;10.10.0046;6-KT-MUTTERN 0,8 D;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00448857055_4B70T36CF441276034;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8067;50;10.10.0944;U-SCHEIBEN;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00448925343_4B70T4N1B155735025;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8067;60;61.07.8064;HYDRAULIK ZYLINDER HUB;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00448941442_4B70T4ZGI830248641;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8067;70;61.07.8065;STÜTZROHR;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00448956933_4B70T5BET 39349421;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8067;90;61.07.8053;BAUGR. GEHÄUSE RECHTS;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00453419513_4B70VSYRD708127933;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8067;100;61.07.8054;BAUGR. STÜTZE RECHT;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00453431900_4B70VT8BG453198964;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8067;80;61.07.8066;DISTANZHÜLSE;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00448956933_4B70T5BET 39349421;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8068;10;61.07.8063;BOLZEN;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00452590382_4B70VB6ZY795147935;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8068;20;10.10.0851;SPANNHÜLSEN SCHWER;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00452590482_4B70VB72Q347780511;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8068;30;10.10.01513;6-KT-SCHRAUBEN;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00452590563_4B70VB74Z829207160;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8068;40;10.10.0046;6-KT-MUTTERN 0,8 D;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00452590641_4B70VB775385640648;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8068;50;10.10.0944;U-SCHEIBEN;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00452590735_4B70VB79R521283905;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8068;60;61.07.8064;HYDRAULIK ZYLINDER HUB;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00452590813_4B70VB7BX 77044663;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8068;70;61.07.8065;STÜTZROHR;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00452590907_4B70VB7EJ282828228;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8068;90;61.07.8060;BAUGR. STÜTZE LINKS;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00452591078_4B70VB7JA368695196;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8068;100;61.07.8052;BAUGR. GEHÄUSE LINKS;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00452591172_4B70VB7LW478623534;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8068;80;61.07.8066;DISTANZHÜLSE;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00452590907_4B70VB7EJ282828228;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8078;10;61.07.8187;KOTFLÜGELBLECH;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00461514963_4CK10MH8Z612328149;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;11.05.2015;01/004-N7-12 # rschuepbach;11.05.2015;01/004-N7-12 # rschuepbach
61.07.8078;20;61.07.8188;HALTEBLECH;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00461514978_4CK10MH9E747448081;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;11.05.2015;01/004-N7-12 # rschuepbach;11.05.2015;01/004-N7-12 # rschuepbach
61.07.8078;30;61.07.8186;FORMSTAHLROHR;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00461514994_4CK10MH9U107498467;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;11.05.2015;01/004-N7-12 # rschuepbach;11.05.2015;01/004-N7-12 # rschuepbach
61.07.8078;40;61.07.8189;SPICKEL;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00461515009_4CK10MHA9218588762;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;11.05.2015;01/004-N7-12 # rschuepbach;11.05.2015;01/004-N7-12 # rschuepbach
61.07.8079;10;61.07.8187;KOTFLÜGELBLECH;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00461400784_4CK10K15C870682594;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;11.05.2015;01/004-N7-12 # rschuepbach;11.05.2015;01/004-N7-12 # rschuepbach
61.07.8079;20;61.07.8188;HALTEBLECH;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00461412422_4CK10KA4M467484682;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;11.05.2015;01/004-N7-12 # rschuepbach;11.05.2015;01/004-N7-12 # rschuepbach
61.07.8079;30;61.07.8186;FORMSTAHLROHR;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00461420908_4CK10KGOC760279511;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;11.05.2015;01/004-N7-12 # rschuepbach;11.05.2015;01/004-N7-12 # rschuepbach
61.07.8079;40;61.07.8189;SPICKEL;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00461428240_4CK10KMC0175249740;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;11.05.2015;01/004-N7-12 # rschuepbach;11.05.2015;01/004-N7-12 # rschuepbach
61.07.8080;10;10.10.01517;U-SCHEIBEN;;0;1;0;8;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00442337573_4BM0P7FVP329250231;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;22.05.2017;01/004-JOS-NB05 # r.schuepbach;22.05.2017;01/004-JOS-NB05 # r.schuepbach
61.07.8080;20;10.10.0621;SICHERUNGSMUTTERN;;0;1;0;4;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00442349070_4BM0P7OR2118630845;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;22.05.2017;01/004-JOS-NB05 # r.schuepbach;22.05.2017;01/004-JOS-NB05 # r.schuepbach
61.07.8080;30;10.10.01518;U-SCHEIBEN;;0;1;0;10;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00442359631_4BM0P7WWF415244949;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;22.05.2017;01/004-JOS-NB05 # r.schuepbach;22.05.2017;01/004-JOS-NB05 # r.schuepbach
61.07.8080;40;10.10.01519;6-KT-SCHRAUBEN;;0;1;0;4;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00442371425_4BM0P8601957253658;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;22.05.2017;01/004-JOS-NB05 # r.schuepbach;22.05.2017;01/004-JOS-NB05 # r.schuepbach
61.07.8080;50;10.10.01520;6-KT-SCHRAUBEN;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00442387134_4BM0P8I4E961453164;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;22.05.2017;01/004-JOS-NB05 # r.schuepbach;22.05.2017;01/004-JOS-NB05 # r.schuepbach
61.07.8080;60;10.10.0623;SICHERUNGSMUTTERN;;0;1;0;6;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00442403592_4BM0P8UTK884125633;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;22.05.2017;01/004-JOS-NB05 # r.schuepbach;22.05.2017;01/004-JOS-NB05 # r.schuepbach
61.07.8080;70;10.10.01521;6-KT-SCHRAUBEN;;0;1;0;4;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00442416774_4BM0P94ZQ534627548;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;22.05.2017;01/004-JOS-NB05 # r.schuepbach;22.05.2017;01/004-JOS-NB05 # r.schuepbach
61.07.8080;80;10.10.01522;U-SCHEIBEN;;0;1;0;28;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00442432249_4BM0P9GXL930509406;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;22.05.2017;01/004-JOS-NB05 # r.schuepbach;22.05.2017;01/004-JOS-NB05 # r.schuepbach
61.07.8080;90;10.10.01523;U-SCHEIBEN;;0;1;0;4;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00442470095_4BM0PAA4V  7316235;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;22.05.2017;01/004-JOS-NB05 # r.schuepbach;22.05.2017;01/004-JOS-NB05 # r.schuepbach
